study_hours,attendance,previous_marks,sleep_hours,assignment_score,internet_usage,pass
3.745401188473625,74.84674260506206,28.258796700776845,4.09937783711091,88.8953061667202,2.3928809926866634,0
9.50714306409916,71.6182989738339,45.867659051036824,3.668561361646768,31.571342472604545,4.075979848682072,0
7.319939418114051,61.062216976200084,9.921549791963912,3.965574396845641,5.1909697808760535,5.151531734390663,0
5.986584841970366,69.59275947376662,44.683702534317696,6.314425774519234,91.97440329773053,7.937402458928598,0
1.5601864044243652,61.90579812695262,20.308134964498027,9.191738157494928,43.62607827709289,5.563007944811472,0
1.5599452033620265,79.47588012868914,27.759530409604082,5.1645452129214116,11.682319743209268,3.829252117449127,0
0.5808361216819946,90.10177903962466,47.8112564944672,6.092593750416155,35.92149128560482,3.226965149153168,0
8.661761457749352,87.21366621051914,88.63006780866304,3.2334987427556205,78.21689937181,2.441918733955344,1
6.011150117432088,60.441545402319576,57.84073017190207,7.200523676173729,57.906217222349454,1.3976120248643076,0
7.080725777960454,70.5651696309431,1.7668125706381432,5.376730972734784,94.07931496677577,2.388495581930073,0
0.20584494295802447,40.63937796106541,14.351162615004343,7.682336944486667,98.79521196736015,6.227899134530358,0
9.699098521619943,92.21668835346131,6.334226913122465,7.000644788700151,36.59195083515739,7.418116855454859,0
8.324426408004218,54.72374955111653,18.62651850052146,8.075612121423568,88.2052163839274,4.33055479680999,0
2.1233911067827616,66.46548964856808,34.36640169465057,8.422607688427911,95.77517191769786,0.08317506028084942,0
1.8182496720710062,49.153026701136895,17.50615326684015,4.679083208979354,20.215983998147102,1.6732864685418072,0
1.8340450985343382,80.68651434536892,46.16781937642499,6.550305209693235,91.16903664719732,6.197187890336601,0
3.0424224295953772,72.71785940142448,82.41836777476014,6.906778895604136,15.017478935880224,0.5117650694730722,0
5.247564316322379,61.887385359242046,82.55425580909271,6.05707034030449,52.18581933713929,5.2957083894547665,0
4.319450186421157,72.11161865497319,33.96324514089849,5.696231286303471,80.86193037315996,1.9206281792660853,0
